rank,title,titleTitle,year,kind,isbn,genres,publisher,primaryPerson,rating,parentalAdvisory,circs,price,kids mode
177,Blue Gold,,2000,AUDIOBOOK,9.78074E+12,Action & Adventure,Simon & Schuster Audio,Clive Cussler,,FALSE,1,3.99,FALSE
178,The Millionaire Next Door,,2000,AUDIOBOOK,9.78074E+12,Business,Simon & Schuster Audio,Thomas J. Stanley,,FALSE,1,2.99,FALSE
179,Start with Why by Simon Sinek,,2016,EBOOK,9.78179E+12,"Business & Economics, Leadership, Motivational",Joosr Ltd,Various Authors,,FALSE,1,0.49,FALSE
180,The Queen,,2012,AUDIOBOOK,9.78001E+12,History,HarperCollins Publishers UK,Sinead Fitzgibbon,,FALSE,1,0.49,FALSE
181,JFK,,2013,AUDIOBOOK,9.78001E+12,History,HarperCollins Publishers UK,Sinead Fitzgibbon,,FALSE,1,,FALSE
182,Titanic,,2013,AUDIOBOOK,9.78001E+12,History,HarperCollins Publishers UK,Sinead Fitzgibbon,,FALSE,1,,FALSE
183,Ancient Egypt,,2013,AUDIOBOOK,9.78001E+12,History,HarperCollins Publishers UK,Anthony Holmes,,FALSE,1,,FALSE
184,Hitler,,2012,AUDIOBOOK,9.78001E+12,History,HarperCollins Publishers UK,Rupert Colley,,FALSE,1,0.49,FALSE
185,Nazi Germany,,2012,AUDIOBOOK,9.78001E+12,History,HarperCollins Publishers UK,Rupert Colley,,FALSE,1,0.49,FALSE
186,World War Two,,2012,AUDIOBOOK,9.78001E+12,History,HarperCollins Publishers UK,Rupert Colley,,FALSE,1,,FALSE
187,The Siege of Leningrad,,2013,AUDIOBOOK,9.78001E+12,History,HarperCollins Publishers UK,Rupert Colley,,FALSE,1,,FALSE
188,D-Day,,2014,AUDIOBOOK,9.78001E+12,History,HarperCollins Publishers UK,Rupert Colley,,FALSE,1,0.49,FALSE
189,Henry VIII,,2014,AUDIOBOOK,9.78001E+12,History,HarperCollins Publishers UK,Simon Court,,FALSE,1,,FALSE
190,George Washington,,2013,AUDIOBOOK,9.78001E+12,History,HarperCollins Publishers UK,David B. McCoy,,FALSE,1,,FALSE
191,The Vietnam War,,2012,AUDIOBOOK,9.78001E+12,History,HarperCollins Publishers UK,Neil Smith,,FALSE,1,,FALSE
192,The American Civil War,,2012,AUDIOBOOK,9.78001E+12,History,HarperCollins Publishers UK,Kat Smutz,,FALSE,1,0.49,FALSE
193,Abraham Lincoln,,2014,AUDIOBOOK,9.78001E+12,History,HarperCollins Publishers UK,Kat Smutz,,FALSE,1,,FALSE
194,The Korean War,,2013,AUDIOBOOK,9.78001E+12,History,HarperCollins Publishers UK,Andrew Mulholland,,FALSE,1,,FALSE
195,Churchill,,2014,AUDIOBOOK,9.78001E+12,History,HarperCollins Publishers UK,Andrew Mulholland,,FALSE,1,,FALSE
196,The Holocaust,,2013,AUDIOBOOK,9.78001E+12,History,HarperCollins Publishers UK,Jemma J. Saunders,,FALSE,1,,FALSE
197,The Time of My Life,,2009,AUDIOBOOK,9.78074E+12,Biography,Simon & Schuster Audio,Patrick Swayze,,FALSE,1,3.99,FALSE
198,The Alienist,,1994,AUDIOBOOK,9.78074E+12,Fiction,Simon & Schuster Audio,Caleb Carr,,FALSE,1,3.99,FALSE
199,Start & Run a Consulting Business,,2012,EBOOK,9.78177E+12,"Business & Economics, Home-based Businesses, New Business Enterprises, Small Business",Self-Counsel Press,Douglas Gray,,FALSE,1,1.29,FALSE
200,Book Summary: The 12 Week Year,,2014,EBOOK,9.78251E+12,"Business Development, Business & Economics, Development, Economic Development, Management, Study Aids",Business Book Summaries,Various Authors,,FALSE,1,0.49,FALSE
201,1001 Kid's Jokes,,2016,EBOOK,9.78178E+12,"Humor, Jokes & Riddles, Juvenile Nonfiction",Arcturus Digital Limited,Kay Barnham,,FALSE,1,,TRUE
202,United as One,,2016,AUDIOBOOK,9.78006E+12,Children's,HarperCollins,Pittacus Lore,,FALSE,1,2.99,TRUE
203,Books of a Feather,,2016,AUDIOBOOK,9.78152E+12,Mystery,"Dreamscape Media, LLC",Kate Carlisle,,FALSE,1,,FALSE
204,War Hawk,,2016,AUDIOBOOK,9.78006E+12,Action & Adventure,HarperAudio,James Rollins,,FALSE,1,2.99,FALSE
205,50 Fitness Tips You Wish You Knew,,2015,AUDIOBOOK,9.78194E+12,Health & Fitness,Author's Republic,Derek Doepker,,FALSE,1,0.99,FALSE
206,Kidz Bop Gold,,2016,MUSIC,,Children's,Kidz Bop.,KIDZ BOP Kids,,FALSE,1,,TRUE
207,I Need a New Butt!,,2014,EBOOK,9.78049E+12,"Beginner, Body, Concepts, Humorous Stories, Juvenile Fiction, Readers",Dover Publications,Dawn McMillan,,FALSE,1,0.99,TRUE
208,The Bookshop on the Corner,,2016,AUDIOBOOK,9.78006E+12,Romance,HarperAudio,Jenny Colgan,,FALSE,1,2.99,FALSE
209,Commonwealth,,2016,AUDIOBOOK,9.78006E+12,Drama,HarperAudio,Ann Patchett,,FALSE,1,3.99,FALSE
210,Ashley,,2013,MOVIE,,Indie,Gravitas Ventures,Holly Taylor,NRT,FALSE,1,1.99,FALSE
211,While the Duke Was Sleeping,,2016,AUDIOBOOK,9.78006E+12,Romance,HarperAudio,Sophie Jordan,,FALSE,1,2.99,FALSE
212,More Than Two,,2014,EBOOK,9.78099E+12,"Alternative Family, Family & Relationships, Marriage & Family, Social Science, Sociology",Thorntree Press,Franklin Veaux,,FALSE,1,,FALSE
213,The CBS Murders,,2016,EBOOK,9.7815E+12,"Biography & Autobiography, Criminals & Outlaws, History, Murder, State & Local - Middle Atlantic, True Crime, United States",Open Road Media,Richard Hammer,,FALSE,1,0.5,FALSE
214,"NIV, Listener's Audio Bible, New Testament",,2015,AUDIOBOOK,9.78031E+12,Religious,Zondervan,Various Authors,,FALSE,1,3.49,FALSE
215,Steal Like an Artist,,2012,EBOOK,9.78076E+12,"Art, Body, Mind & Spirit, Design, Inspiration & Personal Growth, Reference, Study & Teaching",Workman Publishing Company,Austin Kleon,,FALSE,1,1.29,FALSE
216,"Don't Throw It, Grow It!",,2008,EBOOK,9.78161E+12,"Gardening, House Plants & Indoor, Ornamental Plants, Techniques","Storey Publishing, LLC",Deborah Peterson,,FALSE,1,1.29,FALSE
217,A Wedding in Haiti,,2013,EBOOK,9.78162E+12,"Biography & Autobiography, Cultural, Ethnic & Regional, Family & Relationships, Personal Memoirs",Algonquin Books,Julia Alvarez,,FALSE,1,0.79,FALSE
218,Anatomy for Strength and Fitness Training For Women,,2016,EBOOK,9.78161E+12,"Exercise, Health & Fitness",IMM Lifestyle,Mark Vella,,FALSE,1,0.99,FALSE
219,365 Sports Cars You Must Drive,,2011,EBOOK,9.78161E+12,"Antiques & Collectibles, Automotive, History, Pictorial, Transportation, Transportation",Motorbooks,John Lamm,,FALSE,1,2.29,FALSE
220,The Iliad,,2016,AUDIOBOOK,9.78152E+12,Classics,"Dreamscape Media, LLC",Homer,,FALSE,1,,FALSE
221,Uninvited,,2016,AUDIOBOOK,9.78072E+12,Christian Living,Thomas Nelson,Lysa Terkeurst,,FALSE,1,2.99,FALSE
222,Minecraft: Beep,,2016,AUDIOBOOK,9.78152E+12,Children's,Author's Republic,M. C. Steve,,FALSE,1,0.69,TRUE
223,Elite,,2017,AUDIOBOOK,9.78198E+12,Teen,Blackstone Publishing,Mercedes Lackey,,FALSE,1,1.49,FALSE
224,The Starch Solution,,2016,AUDIOBOOK,9.78152E+12,Nonfiction,Tantor Audio,"John McDougall, M.D.",,FALSE,1,1.64,FALSE
225,The Art of Self-Directed Learning,,2014,EBOOK,9.78099E+12,"Education, Experimental Methods",BookBaby,Blake Boles,,FALSE,1,0.99,FALSE
226,Sandy My Name,,2012,EBOOK,9.78162E+12,"Children With Special Needs, Family & Relationships",BookBaby,Judy Gilligan,,FALSE,1,,FALSE
227,Why Germs Don't Make You Ill and Drugs Can't Cure You,,2010,EBOOK,9.78162E+12,"Health & Fitness, Healthy Living",BookBaby,NoR,,FALSE,1,0.99,FALSE
228,Running For Weight Loss,,2011,EBOOK,9.78163E+12,"Diet & Nutrition, Health & Fitness, Weight Loss",BookBaby,Simon Lovell,,FALSE,1,0.49,FALSE
229,The Cazalet Chronicles,,2016,EBOOK,9.7815E+12,"Fiction, Historical, Historical - 20th Century, Romance, Sagas",Open Road Media,Elizabeth Jane Howard,,FALSE,1,3.99,FALSE
230,What to Expect When You're Expecting,,2016,EBOOK,9.78076E+12,"Family & Relationships, Health & Fitness, Infants & Toddlers, Life Stages, Parenting, Pregnancy & Childbirth",Workman Publishing Company,Heidi Murkoff,,FALSE,1,1.69,FALSE
231,Rainwater,,2009,AUDIOBOOK,9.78144E+12,Fiction,Simon & Schuster Audio,Sandra Brown,,FALSE,1,2.99,FALSE
232,Revival,,2014,AUDIOBOOK,9.78144E+12,"Horror, Mystery",Simon & Schuster Audio,Stephen King,,FALSE,1,3.99,FALSE
233,After We Fell,,2014,AUDIOBOOK,9.78144E+12,Romance,Simon & Schuster Audio,Anna Todd,,FALSE,1,3.99,FALSE
234,The Deep,,2015,AUDIOBOOK,9.78144E+12,Horror,Simon & Schuster Audio,Nick Cutter,,FALSE,1,3.99,FALSE
235,Breaking the Habit of Being Yourself,,2016,AUDIOBOOK,9.78152E+12,Health & Fitness,Author's Republic,Dr. Joe Dispenza,,FALSE,1,1.99,FALSE
236,The Dressmaker,,2016,MOVIE,,Indie,Broad Green Pictures,Kate Winslet,R,FALSE,1,2.99,FALSE
237,Breathless,,2017,AUDIOBOOK,9.78006E+12,Romance,HarperAudio,Beverly Jenkins,,FALSE,1,2.99,FALSE
238,The Confident Parent,,2016,AUDIOBOOK,9.78152E+12,Self Help,"Dreamscape Media, LLC",Dr. Jane Scott,,FALSE,1,2.99,FALSE
239,The Big Book Of Soul,,2010,EBOOK,9.78161E+12,"American - African American Studies, Body, Mind & Spirit, Ethnic Studies, Self-help, Social Science, Spiritual, Spiritualism",Hampton Roads Publishing,Stephanie Rose Bird,,FALSE,1,1.79,FALSE
240,A Daughter Of The Samurai,,2012,EBOOK,9.78146E+12,"Asian American, Biography & Autobiography, Fiction, Personal Memoirs, Women",Tuttle Publishing,Etsu Inagaki Sugimoto,,FALSE,1,0.99,FALSE
241,Crafting Alliances,,2017,EBOOK,9.78145E+12,"Action & Adventure, Juvenile Fiction, Media Tie-in",Andrews McMeel,Cube Kid,,FALSE,1,0.99,TRUE
242,Let Justice Roll Down,,2017,AUDIOBOOK,9.78162E+12,Religious,Oasis Audio,John M. Perkins,,FALSE,1,1.49,FALSE
243,Praying for Boys,,2017,AUDIOBOOK,9.78168E+12,Religious,christianaudio.com,Brooke McGlothlin,,FALSE,1,1.44,FALSE
244,Connected By Coffee,,2014,MOVIE,,Documentary,Passion River Films,,NRC,FALSE,1,1.49,FALSE
245,Launch Your Dream,,2017,AUDIOBOOK,9.78072E+12,Business,HarperCollins Leadership,Dale Partridge,,FALSE,1,2.99,FALSE
246,Hour Game,,2005,AUDIOBOOK,9.78159E+12,Mystery,Hachette Audio,David Baldacci,,FALSE,1,3.29,FALSE
247,The Book of the Dead,,2006,AUDIOBOOK,9.78159E+12,Fiction,Hachette Audio,Douglas Preston,,FALSE,1,3.29,FALSE
248,Wild Fire,,2006,AUDIOBOOK,9.78159E+12,Mystery,Hachette Audio,Nelson Demille,,FALSE,1,2.99,FALSE
249,Me Talk Pretty One Day,,2006,AUDIOBOOK,9.78159E+12,Comedy,Hachette Audio,David Sedaris,,FALSE,1,2.99,FALSE
250,A Darkness More Than Night,,2005,AUDIOBOOK,9.78159E+12,Mystery,Hachette Audio,Michael Connelly,,FALSE,1,2.99,FALSE
251,Switchblade,,2014,AUDIOBOOK,9.78148E+12,Mystery,Hachette Audio,Michael Connelly,,FALSE,1,,FALSE
252,Hippopotamus,,2016,EBOOK,9.78153E+12,"Animals, Hippos & Rhinos, Juvenile Nonfiction",Xist Publishing,Victoria Marcos,,FALSE,1,0.49,TRUE
253,Necessary Lies,,2013,AUDIOBOOK,9.78143E+12,Drama,Macmillan Audio,Diane Chamberlain,,FALSE,1,3.99,FALSE
254,Still Life,,2014,AUDIOBOOK,9.78143E+12,Mystery,Macmillan Audio,Louise Penny,,FALSE,1,3.99,FALSE
255,The Ghost of the Grey Fox Inn,,2017,AUDIOBOOK,9.78162E+12,"Children's, Mystery",Oasis Audio,Carolyn Keene,,FALSE,1,1.29,TRUE
256,The Corfu Trilogy,,2016,EBOOK,9.7815E+12,"Animals, Biography & Autobiography, Europe, Greece, Nature, Personal Memoirs, Travel, Wildlife",Open Road Media,Gerald Durrell,,FALSE,1,3.99,FALSE
257,Anne of Avonlea,,2017,AUDIOBOOK,9.78152E+12,Classics,"Dreamscape Media, LLC",L. M. Montgomery,,FALSE,1,2.99,FALSE
258,An American Marriage,,2018,EBOOK,9.78162E+12,"African American, Fiction, Literary, Women",Algonquin Books,Tayari Jones,,FALSE,1,0.79,FALSE
259,Journey To The West,,2008,EBOOK,9.78146E+12,"Asian, Chinese, Literary Collections",Tuttle Publishing,Wu Cheng'en,,FALSE,1,0.99,FALSE
260,Rich Dad's Increase Your Financial IQ,,2015,EBOOK,9.78161E+12,"Business & Economics, Personal Finance","Plata Publishing, LLC.",Robert T. Kiyosaki,,FALSE,1,1.69,FALSE
261,Housekeeping,,2005,AUDIOBOOK,9.78159E+12,Drama,Macmillan Audio,Marilynne Robinson,,FALSE,1,2.99,FALSE
262,Beverly Lewis' The Reckoning,,2016,EBOOK,9.78144E+12,"Amish & Mennonite, Christian, Fiction, Religious",Baker Publishing Group,Beverly Lewis,,FALSE,1,1.49,FALSE
263,Beauty and the Beast,,2017,MUSIC,,Soundtrack,Walt Disney Records,Various Artists,,FALSE,1,1.49,TRUE
264,A Train Called Love,,2017,COMIC,9.78152E+12,"Crime, Humorous, Romance",Dynamite Entertainment,Garth Ennis,EX,FALSE,1,2.69,FALSE
265,Apex,,2018,AUDIOBOOK,9.78198E+12,Teen,Blackstone Publishing,Mercedes Lackey,,FALSE,1,1.49,FALSE
266,Stop Sex Addiction,,2013,EBOOK,9.78194E+12,"Addiction, Psychology, Psychopathology, Self-help, Substance Abuse & Addictions, Twelve-step Programs","Central Recovery Press, LLC",Milton S. Magness,,FALSE,1,0.99,FALSE
267,Art & Fear,,2001,EBOOK,9.78096E+12,"Art, Arts & Humanities, Education, Reference, Teaching Methods & Materials",Image Continuum Press,David Bayles,,FALSE,1,1.29,FALSE
268,Studying Fight Club,,2014,EBOOK,9.78191E+12,"Film & Video, History & Criticism, Performing Arts",Auteur,Mark Ramey,,FALSE,1,1.49,FALSE
269,Generation One Unabridged,,2017,AUDIOBOOK,9.78006E+12,Teen,HarperCollins,Pittacus Lore,,FALSE,1,2.99,FALSE
270,Betty & Veronica Comics Double Digest: Vacation Vexation,,2017,COMIC,9.78168E+12,"Children's, Drama, Humorous, Media Tie-In, Romance",Archie,Archie Superstars,E,FALSE,1,0.49,TRUE
271,Propaganda,,2018,AUDIOBOOK,9.78198E+12,Political,Blackstone Publishing,Edward Bernays,,FALSE,1,1.27,FALSE
272,Aunt Dimity and the Widow's Curse,,2017,AUDIOBOOK,9.78152E+12,Mystery,"Dreamscape Media, LLC",Nancy Atherton,,FALSE,1,2.99,FALSE
273,Peaceful Piano,,2017,MUSIC,,Classical,"Decca, a division of Universal Music Operations Limited",Various Artists,,FALSE,1,1.49,FALSE
274,Monkey King,,2014,EBOOK,9.78163E+12,"Asia, Juvenile Fiction, Legends, Myths, Fables, People & Places",ABDO,Anita Yasuda,,FALSE,1,1.69,TRUE
275,Flu Pandemic of 1918,,2014,EBOOK,9.78162E+12,"Disasters, Diseases, Illnesses & Injuries, Health & Daily Living, History Of Science, Juvenile Nonfiction, Science & Nature",ABDO,Kristin Marciniak,,FALSE,1,2.29,TRUE
276,The Rewrite,,2015,MOVIE,,Romance,RLJ Entertainment,Hugh Grant,NRT,FALSE,1,1.99,FALSE
277,Meditations for Sleep,,2017,AUDIOBOOK,9.78193E+12,Health & Fitness,Wellbeing World,Sue Fuller,,FALSE,1,,FALSE
278,Casanova: Acedia Vol. 1,,2015,COMIC,9.78163E+12,"Crime, Fantasy, Sci-Fi",Image Comics,Michael Chabon,M,FALSE,1,0.99,FALSE
279,And Yet...,,2015,AUDIOBOOK,9.78151E+12,Nonfiction,Simon & Schuster Audio,Christopher Hitchens,,FALSE,1,3.99,FALSE
280,"Girl, Wash Your Face",,2018,AUDIOBOOK,9.7814E+12,Christian Living,Thomas Nelson,Rachel Hollis,,FALSE,1,2.99,FALSE
281,The Raven,,2017,AUDIOBOOK,9.78152E+12,Classics,"Dreamscape Media, LLC",Edgar Allan Poe,,FALSE,1,,FALSE
282,Wild at Heart,,2009,EBOOK,9.78142E+12,"Christian Living, Men's Interests, Religion",Thomas Nelson,John Eldredge,,FALSE,1,1.19,FALSE
283,Hot on Her Heels,,2012,EBOOK,9.78146E+12,"Contemporary, Fiction, Romance",HQN Books,Susan Mallery,,FALSE,1,1.54,FALSE
284,Whispering Rock,,2013,EBOOK,9.78146E+12,"Contemporary, Fiction, Romance",MIRA Books,Robyn Carr,,FALSE,1,1.54,FALSE
285,Temptation Ridge,,2013,EBOOK,9.78146E+12,"Contemporary, Fiction, Romance",MIRA Books,Robyn Carr,,FALSE,1,1.54,FALSE
286,Archie,,2017,COMIC,9.78168E+12,"Children's, Drama, Humorous, Media Tie-In, Romance",Archie,Archie Superstars,E,FALSE,1,0.49,TRUE
287,Archie,,2017,COMIC,9.78168E+12,"Children's, Drama, Humorous, Media Tie-In, Romance",Archie,Archie Superstars,E,FALSE,1,0.49,TRUE
288,The Collected Poems of Emily Dickinson,,2012,EBOOK,9.78142E+12,Poetry,Neeland Media LLC,Emily Dickinson,,FALSE,1,0.49,FALSE
289,Stone,,2011,MOVIE,,Drama,Lionsgate,Robert De Niro,R,FALSE,1,2.99,FALSE
290,What the Heck Is EOS?,,2017,EBOOK,9.78194E+12,"Business & Economics, Leadership, Management","BenBella Books, Inc.",Gino Wickman,,FALSE,1,1.99,FALSE
291,Nobody's Story,,2017,AUDIOBOOK,9.78152E+12,Classics,"Dreamscape Media, LLC",Charles Dickens,,FALSE,1,0.99,FALSE
292,Stung,,2017,AUDIOBOOK,9.78154E+12,Teen,Tantor Audio,Bethany Wiggins,,FALSE,1,1.84,FALSE
293,iPilot,iCarly - Season 1,2007,TELEVISION,,Children's,Nickelodeon,,TVG,FALSE,1,1.99,TRUE
294,iHatch Chicks,iCarly - Season 1,2008,TELEVISION,,Children's,Nickelodeon,,TVG,FALSE,1,1.99,TRUE
295,The Refrigerator Monologues,,2017,AUDIOBOOK,9.78168E+12,Action & Adventure,HighBridge,Catherynne M. Valente,,FALSE,1,1.44,FALSE
296,The Prague Sonata,,2017,AUDIOBOOK,9.78168E+12,Fiction,HighBridge,Bradford Morrow,,FALSE,1,2.99,FALSE
297,Hamilton: One Shot to Broadway,,2017,MOVIE,,Documentary,Vision Films,Lin-Manuel Miranda,NRC,FALSE,1,1.99,FALSE
298,Threads of Suspicion,,2017,EBOOK,9.78149E+12,"Christian, Fiction, Romance, Suspense",Baker Publishing Group,Dee Henderson,,FALSE,1,1.69,FALSE
299,Merchant of Alyss,,2015,EBOOK,9.78149E+12,"Epic, Fantasy, Fiction",Baker Publishing Group,Thomas Locke,,FALSE,1,1.49,FALSE
300,Taken,,2015,EBOOK,9.78144E+12,"Christian, Fiction, Romance, Suspense",Baker Publishing Group,Dee Henderson,,FALSE,1,0.99,FALSE
301,Healing the Scars of Childhood Abuse,,2017,EBOOK,9.78149E+12,"Abuse, Counseling, Religion, Self-help",Baker Publishing Group,"Gregory L. Jantz, Ph.D.",,FALSE,1,1.49,FALSE
302,The Outlaw's Angel,,2016,EBOOK,9.78194E+12,"Fiction, Romance",Waterhouse Press,Helen Hardt,,FALSE,1,0.99,FALSE
303,Calendar Boy,,2016,EBOOK,9.78194E+12,"Contemporary, Fiction, Romance",Waterhouse Press,Helen Hardt,,FALSE,1,0.99,FALSE
304,Shazam!: Monster Society of Evil,,2017,COMIC,9.7814E+12,"Superhero, Teen",DC Comics,Jeff Smith,T,FALSE,1,2.49,FALSE
305,The Sun and Her Flowers,,2017,EBOOK,9.78145E+12,"Canadian, Love & Erotica, Poetry, Subjects & Themes, Women Authors",Andrews McMeel,Rupi Kaur,,FALSE,1,0.49,FALSE
306,Gulliver's Travels,,2017,AUDIOBOOK,9.78152E+12,Classics,"Dreamscape Media, LLC",Jonathan Swift,,FALSE,1,,FALSE
307,Murder in Mesopotamia,Agatha Christie's Poirot - Season 8,2013,TELEVISION,,"Crime, Mystery",Acorn,David Suchet,TV14,FALSE,1,1.99,FALSE
308,The Murder of Roger Ackroyd,Agatha Christie's Poirot - Season 7,2013,TELEVISION,,"Crime, Mystery",Acorn,David Suchet,TV14,FALSE,1,1.99,FALSE
309,Five Little Pigs,Agatha Christie's Poirot - Season 9,2013,TELEVISION,,"Crime, Mystery",Acorn,David Suchet,TV14,FALSE,1,1.99,FALSE
310,Lord Edgeware Dies,Agatha Christie's Poirot - Season 7,2013,TELEVISION,,"Crime, Mystery",Acorn,David Suchet,TV14,FALSE,1,1.99,FALSE
311,The Quadrail Series,,2017,EBOOK,9.7815E+12,"Action & Adventure, Alien Contact, Fiction, Science Fiction, Space Opera",Open Road Media,Timothy Zahn,,FALSE,1,2.4,FALSE
312,This Is How It Always Is,,2017,AUDIOBOOK,9.78143E+12,Drama,Macmillan Audio,Laurie Frankel,,FALSE,1,3.99,FALSE
313,Autobiografía,,2017,AUDIOBOOK,9.78142E+12,Biography,Harper Collins Español,Luis Enrique,,FALSE,1,2.99,FALSE
314,"A Study Guide for Ken Follett's ""World Without End""",,2016,EBOOK,9.78154E+12,"Education, Literary Criticism","Gale, Cengage Learning",Various Authors,,FALSE,1,1.99,FALSE
315,Flat Broke with Two Goats,,2018,EBOOK,9.78149E+12,"Biography & Autobiography, Personal Memoirs, Women",Sourcebooks Inc,Jennifer McGaha,,FALSE,1,1.19,FALSE
316,Racing for Good,,2015,EBOOK,9.78148E+12,"Action & Adventure, Humorous Stories, Juvenile Fiction, Media Tie-in",Disney Book Group,Various Authors,,FALSE,1,0.49,TRUE
317,Runaways Vol. 1: Pride & Joy,,2011,COMIC,9.78079E+12,"Action & Adventure, Media Tie-In, Superhero, Teen",Marvel Entertainment,Brian K. Vaughan,T,FALSE,1,0.99,FALSE
318,Caps for Sale,,2011,EBOOK,9.78006E+12,"Animals, Apes, Monkeys, Etc., Classics, Colors, Concepts, Juvenile Fiction",HarperCollins Publishers,Esphyr Slobodkina,,FALSE,1,1.14,TRUE
319,"Summary, Analysis, And Review Of Steven R. Gundry's The Plant Paradox",,2018,AUDIOBOOK,9.78197E+12,Nonfiction,"Dreamscape Media, LLC",Various Authors,,FALSE,1,1.99,FALSE
320,The Chalk Pit,,2017,EBOOK,9.78054E+12,"Amateur Sleuth, Fiction, Mystery & Detective, Women Sleuths",HMH Books,Elly Griffiths,,FALSE,1,0.74,FALSE
321,Frozen Pops Recipes,,2013,EBOOK,9.78054E+12,"Cooking, Courses & Dishes, Desserts",HMH Books,Various Authors,,FALSE,1,0.34,FALSE
322,Summer Slow Cooker Recipes,,2014,EBOOK,9.78054E+12,"Cooking, Methods, Seasonal, Slow Cooking",Houghton Mifflin Harcourt,Various Authors,,FALSE,1,0.49,FALSE
323,How to Cook Everything The Basics,,2013,EBOOK,9.78054E+12,Cooking,HMH Books,Mark Bittman,,FALSE,1,1.84,FALSE
324,The Soul Of Shame,,2018,AUDIOBOOK,9.78152E+12,Religious,"Two Words Publishing, LLC","Curt Thompson, M.D.",,FALSE,1,2.99,FALSE
325,The Twice Lost,,2013,EBOOK,9.78055E+12,"Action & Adventure, Alternative Family, Family, Fantasy, Girls & Women, Romance, Young Adult Fiction",HMH Books,Sarah Porter,,FALSE,1,0.49,FALSE
326,Betty Crocker 20 Best Slow Cooker Soup and Stew Recipes,,2014,EBOOK,9.78054E+12,"Cooking, Courses & Dishes, Methods, Slow Cooking, Soups & Stews",HMH Books,Various Authors,,FALSE,1,0.34,FALSE
327,Lost Voices,,2011,EBOOK,9.78055E+12,"Alternative Family, Bullying, Family, Fantasy, Physical & Emotional Abuse, Self-esteem & Self-reliance, Social Themes, Young Adult Fiction",HMH Books,Sarah Porter,,FALSE,1,0.49,FALSE
328,The Power of Now,,2000,AUDIOBOOK,9.78158E+12,Inspirational,New World Library,Eckhart Tolle,,FALSE,1,1.69,FALSE
329,Behind the Scenes,,2018,AUDIOBOOK,9.78152E+12,Romance,"Two Words Publishing, LLC",Jen Turano,,FALSE,1,2.99,FALSE
330,The Sea-Wolf,,2018,AUDIOBOOK,9.78198E+12,Classics,Blackstone Publishing,Jack London,,FALSE,1,,FALSE
331,Rain Man,,1988,MOVIE,,Drama,MGM,Tom Cruise,R,FALSE,1,2.99,FALSE
332,Material Girl,,2018,AUDIOBOOK,9.78198E+12,Romance,Blackstone Publishing / Urban Audiobooks,Keisha Ervin,,FALSE,1,1.87,FALSE
333,12 Faithful Men,,2018,EBOOK,9.78149E+12,"Biography & Autobiography, Christian Ministry, Historical, Pastoral Resources, Religion, Religious",Baker Publishing Group,Collin Hansen,,FALSE,1,1.49,FALSE
334,Madame Pamita's Magical Tarot,,2018,EBOOK,9.78163E+12,"Body, Mind & Spirit, Divination, Fortune Telling, Tarot",Red Wheel Weiser,Madame Pamita,,FALSE,1,1.79,FALSE
335,The Cactus,,2018,AUDIOBOOK,9.78149E+12,Fiction,Harlequin Audio,Sarah Haywood,,FALSE,1,2.99,FALSE
336,"I Survived the Children's Blizzard, 1888",,2018,AUDIOBOOK,9.78134E+12,Children's,Scholastic,Lauren Tarshis,,FALSE,1,,TRUE
337,Orbs,,2018,AUDIOBOOK,9.78198E+12,Sci-Fi & Fantasy,Blackstone Publishing,Nicholas S. Smith,,FALSE,1,0.74,FALSE
338,Doggy Daycare,,2015,MOVIE,,Family,Christiano Film Group,Vanessa Tavares,NRC,FALSE,1,1.99,TRUE
339,Eat That Frog!,,2008,AUDIOBOOK,9.78198E+12,Business,Blackstone Publishing,Brian Tracy,,FALSE,1,0.97,FALSE
340,The Heart Forger,,2018,EBOOK,9.78149E+12,"Action & Adventure, Dark Fantasy, Fantasy, Paranormal, Occult & Supernatural, Wizards & Witches, Young Adult Fiction",Sourcebooks Inc,Rin Chupeco,,FALSE,1,0.74,FALSE
341,Monday's Not Coming,,2018,AUDIOBOOK,9.78006E+12,Teen,Katherine Tegen Books,Tiffany D. Jackson,,FALSE,1,3.99,FALSE
342,Fugitive Six,,2018,AUDIOBOOK,9.78006E+12,Teen,HarperCollins,Pittacus Lore,,FALSE,1,2.99,FALSE
343,Stealing Home,,2014,EBOOK,9.78146E+12,"Contemporary, Fiction, Romance, Women",MIRA Books,Sherryl Woods,,FALSE,1,1.54,FALSE
344,Craft a Life You Love,,2018,AUDIOBOOK,9.78197E+12,Self Help,"Dreamscape Media, LLC",Amy Tangerine,,FALSE,1,,FALSE
345,Family Don't End with Blood,,2018,AUDIOBOOK,9.78198E+12,History,Tantor Audio,Lynn S. Zubernis,,FALSE,1,1.84,FALSE
346,A Dance of Silver and Shadow,,2018,AUDIOBOOK,9.78198E+12,"Sci-Fi & Fantasy, Teen",Tantor Audio,Melanie Cellier,,FALSE,1,2.14,FALSE
347,The Path Between Us,,2018,AUDIOBOOK,9.78155E+12,Self Help,christianaudio.com,Suzanne Stabile,,FALSE,1,,FALSE
348,Then She Was Gone,,2018,AUDIOBOOK,9.78152E+12,Fiction,"Dreamscape Media, LLC",Lisa Jewell,,FALSE,1,2.99,FALSE
349,Wildflowers,,2018,EBOOK,9.78142E+12,"Science & Nature, Young Adult Nonfiction",National Highlights Inc.,Andrew Cleave,,FALSE,1,3.29,FALSE
