rank,title,titleTitle,year,kind,isbn,genres,publisher,primaryPerson,rating,parentalAdvisory,circs,price,kids mode
179,The Eye of God,,2013,AUDIOBOOK,9.78006E+12,Action & Adventure,HarperAudio,James Rollins,,FALSE,1,3.99,FALSE
180,Into the Woods,,2014,MOVIE,,Sci-Fi & Fantasy,RLJ Entertainment,Bernadette Peters,PG,FALSE,1,1.99,FALSE
181,My Man Jeeves,,2011,AUDIOBOOK,9.78198E+12,Comedy,Blackstone Publishing,P. G. Wodehouse,,FALSE,1,1.69,FALSE
182,Angels & Demons,,2003,AUDIOBOOK,9.78074E+12,Mystery,Simon & Schuster Audio,Dan Brown,,FALSE,1,3.99,FALSE
183,Fall of the Hotel Dumort,,2013,AUDIOBOOK,9.78144E+12,Sci-Fi & Fantasy,Simon & Schuster Audio,Cassandra Clare,,FALSE,1,0.99,FALSE
184,The Face of Deception,,2007,AUDIOBOOK,9.78198E+12,Mystery,Blackstone Publishing,Iris Johansen,,FALSE,1,1.99,FALSE
185,The Stranger Beside Me,,1992,AUDIOBOOK,9.78074E+12,Biography,Simon & Schuster Audio,Ann Rule,,FALSE,1,2.99,FALSE
186,The Road Back to You,,2016,AUDIOBOOK,9.78163E+12,"Religious, Self Help",christianaudio.com,Ian Morgan Cron,,FALSE,1,2.14,FALSE
187,From This Moment,,2016,AUDIOBOOK,9.78152E+12,Romance,Tantor Audio,Elizabeth Camden,,FALSE,1,2.14,FALSE
188,Orchid Beach,,2016,AUDIOBOOK,9.78006E+12,Mystery,HarperAudio,Stuart Woods,,FALSE,1,3.99,FALSE
189,Summary of The Whole-Brain Child,,2016,EBOOK,9.78168E+12,"Child, Developmental, Psychology",Instaread,Various Authors,,FALSE,1,0.49,FALSE
190,Little House In The Big Woods,,2017,AUDIOBOOK,9.78006E+12,Children's,HarperCollins,Laura Ingalls Wilder,,FALSE,1,3.49,TRUE
191,Farmer Boy,,2017,AUDIOBOOK,9.78006E+12,Children's,HarperCollins,Laura Ingalls Wilder,,FALSE,1,1.99,TRUE
192,Little Town on the Prairie,,2017,AUDIOBOOK,9.78006E+12,Children's,HarperCollins,Laura Ingalls Wilder,,FALSE,1,1.99,TRUE
193,Girl on a Train,,2015,AUDIOBOOK,9.78152E+12,Mystery,Novel Audio,A. J. Waines,,FALSE,1,1.99,FALSE
194,I Need a New Butt!,,2014,EBOOK,9.78049E+12,"Beginner, Body, Concepts, Humorous Stories, Juvenile Fiction, Readers",Dover Publications,Dawn McMillan,,FALSE,1,0.99,TRUE
195,The Perfect Girl,,2016,AUDIOBOOK,9.78006E+12,Mystery,HarperAudio,Gilly Macmillan,,FALSE,1,3.99,FALSE
196,Mermaid Moon,,2016,AUDIOBOOK,9.78072E+12,Christian Romance,Thomas Nelson,Colleen Coble,,FALSE,1,3.99,FALSE
197,Through the Eyes of a Lion,,2015,AUDIOBOOK,9.78072E+12,Religious,Thomas Nelson,Levi Lusko,,FALSE,1,3.99,FALSE
198,Mudbound,,2008,EBOOK,9.78157E+12,"Discrimination, Fiction, Historical, Social Science",Algonquin Books,Hillary Jordan,,FALSE,1,1.49,FALSE
199,Diary of an 8-Bit Warrior,,2016,EBOOK,9.78145E+12,"Action & Adventure, Juvenile Fiction, Media Tie-in",Andrews McMeel,Cube Kid,,FALSE,1,0.99,TRUE
200,The Making of Donald Trump,,2017,AUDIOBOOK,9.78198E+12,Biography,Blackstone Publishing,David Cay Johnston,,FALSE,1,1.99,FALSE
201,Big Nate: From the Top,,2013,COMIC,9.78145E+12,"Children's, Humorous",Andrews McMeel,Lincoln Peirce,E,FALSE,1,1.49,TRUE
202,Big Nate: I Can't Take It!,,2013,COMIC,9.78145E+12,"Children's, Humorous",Andrews McMeel,Lincoln Peirce,E,FALSE,1,1.49,TRUE
203,Just a Kiss,,2016,AUDIOBOOK,9.78072E+12,Romance,Thomas Nelson,Denise Hunter,,FALSE,1,3.99,FALSE
204,The Smart Stepfamily,,2016,AUDIOBOOK,9.78168E+12,Religious,christianaudio.com,Ron L. Deal,,FALSE,1,2.64,FALSE
205,Don't Mix The Bitter With The Sweet,,2016,EBOOK,9.78194E+12,"Action & Adventure, African American, Crime, Drama, Fiction, Romance, Urban","Street Knowledge Publishing, LLC",Gregory Garret,,FALSE,1,0.69,FALSE
206,Sensitive,,2015,MOVIE,,Documentary,Filmhub,Elaine Aron,NRT,FALSE,1,1.99,FALSE
207,Good or God?,,2015,EBOOK,9.78193E+12,"Christian Living, Religion, Spiritual Growth",BookBaby,John Bevere,,FALSE,1,0.99,FALSE
208,What to Expect When You're Expecting,,2016,EBOOK,9.78076E+12,"Family & Relationships, Health & Fitness, Infants & Toddlers, Life Stages, Parenting, Pregnancy & Childbirth",Workman Publishing Company,Heidi Murkoff,,FALSE,1,1.69,FALSE
209,Frostbitten,,2016,EBOOK,9.78163E+12,"Fantasy, Fiction, LGBT, Paranormal, Paranormal - Vampires, Romance, Romantic",Riptide Publishing,Charlotte Stein,,FALSE,1,0.49,FALSE
210,Pot Holders for All Seasons,,2016,EBOOK,9.78159E+12,"Crafts & Hobbies, Decorating, Quilts & Quilting",Annie's,Chris Malone,,FALSE,1,1.99,FALSE
211,Pale Kings and Princes,,2015,AUDIOBOOK,9.78144E+12,Children's,Simon & Schuster Audio,Cassandra Clare,,FALSE,1,0.99,TRUE
212,Manage Your Dyslexia,,2007,AUDIOBOOK,9.78191E+12,Teen,First Way Forward,Lynda Hudson,,FALSE,1,1.99,FALSE
213,Glory in the Ordinary,,2017,AUDIOBOOK,9.78168E+12,Religious,christianaudio.com,Courtney Reissig,,FALSE,1,1.44,FALSE
214,Pete the Cat,,2017,AUDIOBOOK,9.78006E+12,"Children's, Fiction",HarperFestival,James Dean,,FALSE,1,0.49,TRUE
215,Old World Witchcraft,,2011,EBOOK,9.78161E+12,"Body, Mind & Spirit, Witchcraft",Red Wheel Weiser,Raven Grimassi,,FALSE,1,1.79,FALSE
216,The Secrets You Keep Unabridged,,2017,AUDIOBOOK,9.78006E+12,Horror,HarperAudio,Kate White,,FALSE,1,3.99,FALSE
217,A Sweet Misfortune,,2017,AUDIOBOOK,9.78162E+12,Westerns,Oasis Audio,Maggie Brendan,,FALSE,1,1.99,FALSE
218,Trusting Grace,,2017,AUDIOBOOK,9.78162E+12,Westerns,Oasis Audio,Maggie Brendan,,FALSE,1,1.99,FALSE
219,The Obesity Code,,2016,EBOOK,9.78177E+12,"Diet & Nutrition, Endocrinology & Metabolism, Health & Fitness, Medical, Weight Loss",Greystone Books,Jason Fung,,FALSE,1,1.99,FALSE
220,Anxious for Nothing,,2017,AUDIOBOOK,9.78072E+12,Christian Non-Fiction,Thomas Nelson,Max Lucado,,FALSE,1,3.99,FALSE
221,The Celestine Prophecy,,2006,AUDIOBOOK,9.78159E+12,Religious,Hachette Audio,James Redfield,,FALSE,1,1.99,FALSE
222,Jack & Jill,,2006,AUDIOBOOK,9.78159E+12,Mystery,Hachette Audio,James Patterson,,FALSE,1,2.99,FALSE
223,The Camel Club Audio Box Set,,2005,AUDIOBOOK,9.78159E+12,Fiction,Hachette Audio,David Baldacci,,FALSE,1,3.29,FALSE
224,Rogue One: A Star Wars Story (Original Motion Picture Soundtrack),,2016,MUSIC,,Soundtrack,Lucasfilm Ltd.,Michael Giacchino,,FALSE,1,1.49,TRUE
225,First Family,,2009,AUDIOBOOK,9.7816E+12,Horror,Hachette Audio,David Baldacci,,FALSE,1,2.99,FALSE
226,A Darkness More Than Night,,2005,AUDIOBOOK,9.78159E+12,Mystery,Hachette Audio,Michael Connelly,,FALSE,1,2.99,FALSE
227,Switchblade,,2014,AUDIOBOOK,9.78148E+12,Mystery,Hachette Audio,Michael Connelly,,FALSE,1,0.49,FALSE
228,Chasing the Dime,,2005,AUDIOBOOK,9.78159E+12,Action & Adventure,Hachette Audio,Michael Connelly,,FALSE,1,3.29,FALSE
229,Echo Park,,2006,AUDIOBOOK,9.78159E+12,Mystery,Hachette Audio,Michael Connelly,,FALSE,1,3.29,FALSE
230,Void Moon,,2005,AUDIOBOOK,9.78159E+12,Action & Adventure,Hachette Audio,Michael Connelly,,FALSE,1,3.29,FALSE
231,Boneshaker,,2010,AUDIOBOOK,9.78143E+12,Sci-Fi & Fantasy,Macmillan Audio,Cherie Priest,,FALSE,1,3.99,FALSE
232,Once We Were Brothers,,2013,AUDIOBOOK,9.78143E+12,Drama,Macmillan Audio,Ronald H. Balson,,FALSE,1,3.99,FALSE
233,All Dogs Go to Heaven,,1989,MOVIE,,Children's,MGM,Burt Reynolds,G,FALSE,1,2.99,TRUE
234,Legally Blonde,,2001,MOVIE,,Comedy,MGM,Reese Witherspoon,PG13,FALSE,1,2.99,FALSE
235,Chitty Chitty Bang Bang,,1968,MOVIE,,Family,MGM,Dick Van Dyke,G,FALSE,1,2.99,TRUE
236,Stamped from the Beginning,,2017,AUDIOBOOK,9.78152E+12,History,Novel Audio,Ibram X. Kendi,,FALSE,1,2.99,FALSE
237,Anne of Avonlea,,2017,AUDIOBOOK,9.78152E+12,Classics,"Dreamscape Media, LLC",L. M. Montgomery,,FALSE,1,2.99,FALSE
238,My Little Pony: Friendship Is Magic,,2017,COMIC,DEC120398,"Children's, Fantasy, Humorous, Media Tie-In",IDW Publishing,Katie Cook,E,FALSE,1,0.49,TRUE
239,Taking Charge of Adult ADHD,,2017,AUDIOBOOK,9.78152E+12,Health & Fitness,Tantor Audio,"Russell A. Barkley, PhD",,FALSE,1,2.14,FALSE
240,Witchy Sour,,2017,AUDIOBOOK,9.78152E+12,Mystery,Tantor Audio,Gina Lamanna,,FALSE,1,1.84,FALSE
241,"Movie Nightcap: The Reserve Collection, Vol. 2",,2018,AUDIOBOOK,9.78198E+12,Nonfiction,Blackstone Publishing,Nate Fisher,,FALSE,1,1.99,FALSE
242,Plum Spooky,,2009,AUDIOBOOK,9.78143E+12,Mystery,Macmillan Audio,Janet Evanovich,,FALSE,1,3.69,FALSE
243,You Got Me Twisted,,2012,EBOOK,9.78194E+12,"Bullying, Friendship, People & Places, Self-esteem & Self-reliance, Social Themes, United States - African American, Young Adult Fiction",W. Clark Distribution,Gloria Dotson-Lewis,,FALSE,1,0.69,FALSE
244,Fluent Forever,,2017,AUDIOBOOK,9.78152E+12,Nonfiction,"Dreamscape Media, LLC",Gabriel Wyner,,FALSE,1,2.99,FALSE
245,The Husband Maneuver,,2016,EBOOK,9.78144E+12,"Christian, Fiction, Historical, Historical, Romance, Romance",Baker Publishing Group,Karen Witemeyer,,FALSE,1,0.49,FALSE
246,Ringmaster,,1998,MOVIE,,Comedy,Lionsgate,Jerry Springer,R,FALSE,1,2.99,FALSE
247,Floret Farm's Cut Flower Garden,,2017,EBOOK,9.78145E+12,"Crafts & Hobbies, Flower Arranging, Flowers, Gardening",Chronicle Books LLC,Erin Benzakein,,FALSE,1,2.29,FALSE
248,The White House,,2014,EBOOK,9.78162E+12,"African American, Crime, Fiction, Hard-boiled, Mystery & Detective, Mystery & Detective, Urban",Akashic Books,JaQuavis Coleman,,FALSE,1,0.49,FALSE
249,DC Super Hero Girls: Finals Crisis,,2016,COMIC,9.7814E+12,"Action & Adventure, Children's, Fantasy, Media Tie-In, Superhero",DC Comics,Shea Fontana,E,FALSE,1,1.49,TRUE
250,Dirty Filthy Rich Men,,2017,EBOOK,9.78194E+12,"Contemporary, Erotica, Fiction, Romance",EverAfter Romance,Laurelin Paige,,FALSE,1,0.49,FALSE
251,Kittens,,2006,MOVIE,,Family,1091 Media,Kittens,NRC,FALSE,1,1.99,TRUE
252,I Found You,,2017,AUDIOBOOK,9.78152E+12,Mystery,"Dreamscape Media, LLC",Lisa Jewell,,FALSE,1,,FALSE
253,I Found You,,2017,AUDIOBOOK,9.78152E+12,Mystery,"Dreamscape Media, LLC",Lisa Jewell,,FALSE,1,2.99,FALSE
254,Every Last Lie,,2017,AUDIOBOOK,9.78149E+12,Mystery,Harlequin Audio,Mary Kubica,,FALSE,1,0.99,FALSE
255,The Alice Network,,2017,AUDIOBOOK,9.78006E+12,Fiction,HarperAudio,Kate Quinn,,FALSE,1,3.99,FALSE
256,Drunks,,2017,AUDIOBOOK,9.78198E+12,History,Blackstone Publishing,Chris Finan,,FALSE,1,1.99,FALSE
257,11th Hour,,2012,AUDIOBOOK,9.78109E+12,Mystery,Hachette Book Group,James Patterson,,FALSE,1,3.99,FALSE
258,The Weight of Ink,,2017,AUDIOBOOK,9.78168E+12,Fiction,HighBridge,Rachel Kadish,,FALSE,1,2.99,FALSE
259,How To Catch a Leprechaun (Read Along),,2017,MOVIE,,Children's,"Dreamscape Media, LLC",,NRC,FALSE,1,1.99,TRUE
260,Spelled,,2017,AUDIOBOOK,9.78154E+12,Teen,Tantor Audio,Betsy Schow,,FALSE,1,1.84,FALSE
261,Mind Hacking,,2016,AUDIOBOOK,9.78144E+12,Self Help,Simon & Schuster Audio,Sir John Hargrave,,FALSE,1,3.99,FALSE
262,The Disorganized Mind,,2017,AUDIOBOOK,9.78154E+12,Self Help,Tantor Audio,Nancy A. Ratey,,FALSE,1,1.84,FALSE
263,The Darkest Hour,,2017,AUDIOBOOK,9.78006E+12,"Children's, Sci-Fi & Fantasy",HarperCollins,Erin Hunter,,FALSE,1,3.99,TRUE
264,A Dangerous Path,,2017,AUDIOBOOK,9.78006E+12,"Children's, Sci-Fi & Fantasy",HarperCollins,Erin Hunter,,FALSE,1,3.99,TRUE
265,Dear Evan Hansen,,2017,EBOOK,9.78156E+12,"Genres & Styles, Music, Musicals",Theatre Communications Group,Steven Levenson,,FALSE,1,1.69,FALSE
266,Wanted,,2017,AUDIOBOOK,9.78154E+12,Teen,Tantor Audio,Betsy Schow,,FALSE,1,1.84,FALSE
267,Z,,2011,EBOOK,9.78006E+12,"Action & Adventure, Horror, Social Themes, Young Adult Fiction",HarperCollins Publishers,Michael Thomas Ford,,FALSE,1,1.14,FALSE
268,Bonds of Hope,,2013,EBOOK,9.78143E+12,"Erotica, Erotica, Fiction, Romance",Carina Press,Lynda Aicher,,FALSE,1,0.84,FALSE
269,The cLEAN Momma Workout,,2012,EBOOK,9.78006E+12,"Diet & Nutrition, Health & Fitness, Healthy Living, Motivational & Inspirational, Self-help, Weight Loss",HarperCollins Publishers,Carolyn Barnes,,FALSE,1,1.14,FALSE
270,Exclusively Yours,,2012,EBOOK,9.78143E+12,"Contemporary, Fiction, Romance",Carina Press,Shannon Stacey,,FALSE,1,1.34,FALSE
271,Undeniably Yours,,2012,EBOOK,9.78143E+12,"Contemporary, Fiction, Romance",Carina Press,Shannon Stacey,,FALSE,1,1.34,FALSE
272,Self-Reliance,,2017,AUDIOBOOK,9.78152E+12,Nonfiction,"Dreamscape Media, LLC",Ralph Waldo Emerson,,FALSE,1,2.99,FALSE
273,"Hearts, Keys, and Puppetry",,2010,AUDIOBOOK,9.78198E+12,Sci-Fi & Fantasy,Blackstone Publishing,Neil Gaiman,,FALSE,1,0.74,FALSE
274,"Thank You, Jeeves",,2012,AUDIOBOOK,9.78198E+12,Comedy,Blackstone Publishing,P. G. Wodehouse,,FALSE,1,1.99,FALSE
275,Big Nate: Pray for a Fire Drill,,2013,COMIC,9.78145E+12,"Children's, Humorous",Andrews McMeel,Lincoln Peirce,E,FALSE,1,0.99,TRUE
276,Supergirl: Book One,,2016,COMIC,9.7814E+12,"Media Tie-In, Superhero, Teen",DC Comics,Peter David,T,FALSE,1,2.49,FALSE
277,Yours To Keep,,2012,EBOOK,9.78143E+12,"Contemporary, Fiction, Romance",Carina Press,Shannon Stacey,,FALSE,1,1.34,FALSE
278,One Dark Throne,,2017,AUDIOBOOK,9.78006E+12,"Sci-Fi & Fantasy, Teen",Quill Tree Books,Kendare Blake,,FALSE,1,3.99,FALSE
279,The Ebb Tide,,2017,EBOOK,9.78144E+12,"Amish & Mennonite, Christian, Fiction, Religious",Baker Publishing Group,Beverly Lewis,,FALSE,1,1.69,FALSE
280,Field Guide to Wild Mushrooms of Pennsylvania and the Mid-Atlantic,,2017,EBOOK,9.78027E+12,"Handbooks & Manuals, Mushrooms, Nature, Northeast - Middle Atlantic, Plants, Reference, Reference, Travel, United States",Penn State University Press,Bill Russell,,FALSE,1,1.99,FALSE
281,Abby in Wonderland,,2017,AUDIOBOOK,9.78134E+12,Children's,Scholastic,Sarah Mlynowski,,FALSE,1,,TRUE
282,What We Do in the Shadows,,2015,MOVIE,,Comedy,1091 Media,Jemaine Clement,R,FALSE,1,1.99,FALSE
283,The Warriors of Kyoshi,Avatar - Season 1,2005,TELEVISION,,Children's,Nickelodeon,,TVY7,FALSE,1,1.99,TRUE
284,Jet,Avatar - Season 1,2005,TELEVISION,,Children's,Nickelodeon,,TVY7,FALSE,1,1.99,TRUE
285,The King of Omashu,Avatar - Season 1,2005,TELEVISION,,Children's,Nickelodeon,,TVY7,FALSE,1,1.99,TRUE
286,Pups Save a Mer-Pup,PAW Patrol - Season 4,2015,TELEVISION,,Children's,Nickelodeon,,TVY,FALSE,1,1.99,TRUE
287,"The Siege of the North, Part 1",Avatar - Season 1,2006,TELEVISION,,Children's,Nickelodeon,,TVY7,FALSE,1,1.99,TRUE
288,A Sick Life,,2017,AUDIOBOOK,9.78168E+12,Biography,HighBridge,Tionne (T-Boz) Watkins,,FALSE,1,1.84,FALSE
289,iFence,iCarly - Season 1,2008,TELEVISION,,Children's,Nickelodeon,,TVG,FALSE,1,1.99,TRUE
290,iPromote Tech Foots,iCarly - Season 1,2008,TELEVISION,,Children's,Nickelodeon,,TVG,FALSE,1,1.99,TRUE
291,iNevel,iCarly - Season 1,2007,TELEVISION,,Children's,Nickelodeon,,TVG,FALSE,1,1.99,TRUE
292,iWant more Viewers,iCarly - Season 1,2007,TELEVISION,,Children's,Nickelodeon,,TVG,FALSE,1,1.99,TRUE
293,iPilot,iCarly - Season 1,2007,TELEVISION,,Children's,Nickelodeon,,TVG,FALSE,1,1.99,TRUE
294,The Perennial Philosophy,,2017,AUDIOBOOK,9.78154E+12,Religious,Tantor Audio,Aldous Huxley,,FALSE,1,2.44,FALSE
295,12 Step Spirituality: Every Person’s Guide to Taking the Twelve Steps,,2013,AUDIOBOOK,9.78163E+12,"Inspirational, Living",Learn25,"Fr. Anthony Ciorra, Ph.D.",,FALSE,1,1.29,FALSE
296,Diamond Girl,,2014,EBOOK,9.78146E+12,"Contemporary, Fiction, Romance",Harlequin,Diana Palmer,,FALSE,1,1.19,FALSE
297,Hamilton: One Shot to Broadway,,2017,MOVIE,,Documentary,Vision Films,Lin-Manuel Miranda,NRC,FALSE,1,1.99,FALSE
298,"4 Essential Keys to Effective Communication in Love, Life, Work--Anywhere!",,2017,AUDIOBOOK,9.78152E+12,Self Help,Author's Republic,Bento C. Leal III,,FALSE,1,0.99,FALSE
299,Craving,,2016,EBOOK,9.78194E+12,"Contemporary, Fiction, Romance",Waterhouse Press,Helen Hardt,,FALSE,1,1.99,FALSE
300,The Sun and Her Flowers,,2017,EBOOK,9.78145E+12,"Canadian, Love & Erotica, Poetry, Subjects & Themes, Women Authors",Andrews McMeel,Rupi Kaur,,FALSE,1,0.99,FALSE
301,Death Overdue,,2018,AUDIOBOOK,9.78154E+12,Mystery,Blackstone Publishing,Allison Brook,,FALSE,1,2.49,FALSE
302,MASSEDUCTION,,2017,MUSIC,,Alternative,Loma Vista Recordings.,St. Vincent,,TRUE,1,1.49,FALSE
303,The Darkest Thread,,2017,AUDIOBOOK,9.78154E+12,Mystery,Tantor Audio,Jen Blood,,FALSE,1,2.14,FALSE
304,Pete the Cat Saves Christmas,,2013,EBOOK,9.78006E+12,"Animals, Cats, Christmas & Advent, Holidays & Celebrations, Juvenile Fiction, Self-esteem & Self-reliance, Social Themes",HarperCollins Publishers,Eric Litwin,,FALSE,1,1.99,TRUE
305,Death in the English Countryside,,2017,EBOOK,9.78152E+12,"Cozy, Fiction, Mystery & Detective","Dreamscape Media, LLC",Sara Rosett,,FALSE,1,0.99,FALSE
306,Around the Way Girls 6,,2018,AUDIOBOOK,9.78198E+12,Fiction,Blackstone Publishing / Urban Audiobooks,Mark Anthony,,FALSE,1,1.87,FALSE
307,Wizard Bloody Wizard,,2017,MUSIC,,Hard Rock/Metal,"Spinefarm Records, a Universal Music Company",Electric Wizard,,FALSE,1,1.49,FALSE
308,Disney Fairies Read-Along Storybook,,2014,EBOOK,9.78142E+12,"Fairy Tales & Folklore, Friendship, Juvenile Fiction, Media Tie-in, Social Themes",Disney Book Group,Various Authors,,FALSE,1,0.99,TRUE
309,Moana,,2016,EBOOK,9.78148E+12,"Juvenile Fiction, Media Tie-in",Disney Book Group,Various Authors,,FALSE,1,0.49,TRUE
310,Star Wars: Darth Vader Vol. 1: Vader,,2015,COMIC,9.7813E+12,"Action & Adventure, Media Tie-In, Sci-Fi, Teen",Marvel Entertainment,Kieron Gillen,T,FALSE,1,1.14,FALSE
311,The Long Ships,,2017,AUDIOBOOK,9.78168E+12,Action & Adventure,HighBridge,Frans G. Bengtsson,,FALSE,1,2.99,FALSE
312,Believing,,2017,AUDIOBOOK,9.78155E+12,Biography,Hachette Audio,Sandra Brown,,FALSE,1,1.99,FALSE
313,The Hobbit,,2012,EBOOK,9.78054E+12,"Fantasy, Young Adult Fiction",Houghton Mifflin Harcourt,J. R. R. Tolkien,,FALSE,1,3.29,FALSE
314,The Willoughbys,,2008,EBOOK,9.78055E+12,"Family, Humorous Stories, Juvenile Fiction, Orphans & Foster Homes, Parents, Siblings",HMH Books,Lois Lowry,,FALSE,1,0.89,TRUE
315,Tangerine,,2014,EBOOK,9.78054E+12,"Boys & Men, Bullying, Family, Juvenile Fiction, Siblings, Soccer, Social Themes, Sports & Recreation",HMH Books,Edward Bloor,,FALSE,1,0.44,TRUE
316,Moon Knight Vol. 1: From The Dead,,2014,COMIC,9.7813E+12,"Superhero, Teen",Marvel Entertainment,Warren Ellis,T,FALSE,1,,FALSE
317,Ruth Galloway Series: The First Three Novels,,2015,EBOOK,9.78054E+12,"Fiction, Mystery & Detective, Traditional, Women Sleuths",HMH Books,Elly Griffiths,,FALSE,1,3.29,FALSE
318,The Nightingale,,2015,AUDIOBOOK,9.78143E+12,Drama,Macmillan Audio,Kristin Hannah,,FALSE,1,3.99,FALSE
319,Two Balls or Less,,2007,EBOOK,9.78145E+12,"Crafts & Hobbies, Knitting, Needlework",David & Charles,Jenny Hill,,FALSE,1,1.99,FALSE
320,Banished,,2018,AUDIOBOOK,9.78154E+12,Teen,Tantor Audio,Betsy Schow,,FALSE,1,1.84,FALSE
321,An Irish Country Doctor,,2009,AUDIOBOOK,9.78143E+12,Drama,Macmillan Audio,Patrick Taylor,,FALSE,1,3.99,FALSE
322,Odd Birds,,2017,AUDIOBOOK,9.78143E+12,Biography,Macmillan Audio,Ian Harding,,FALSE,1,3.69,FALSE
323,The Science of Getting Rich,,2018,AUDIOBOOK,9.78198E+12,Self Help,Blackstone Publishing,Wallace D. Wattles,,FALSE,1,1.29,FALSE
324,The Tale of Peter Rabbit,,2018,AUDIOBOOK,9.78197E+12,Children's,"Dreamscape Media, LLC",Beatrix Potter,,FALSE,1,0.99,TRUE
325,The Color of Love,,2018,AUDIOBOOK,9.78198E+12,Romance,Tantor Audio,Sharon Sala,,FALSE,1,1.84,FALSE
326,Retrain Your Brain,,2018,AUDIOBOOK,9.78198E+12,Self Help,Blackstone Publishing,"Seth J. Gillihan, PhD",,FALSE,1,0.99,FALSE
327,One Good Mama Bone,,2017,EBOOK,9.78161E+12,"Fiction, Small Town & Rural",University of South Carolina Press,Bren McClain,,FALSE,1,1.99,FALSE
328,Family Don't End with Blood,,2018,AUDIOBOOK,9.78198E+12,History,Tantor Audio,Lynn S. Zubernis,,FALSE,1,1.84,FALSE
329,Adventure Time Vol. 1,,2013,COMIC,9.78161E+12,"Action & Adventure, Children's, Fantasy, Humorous, Media Tie-In",BOOM!,Ryan North,E,FALSE,1,0.99,TRUE
330,The Leprechaun Who Lost His Rainbow,,2010,EBOOK,9.78081E+12,"Holidays & Celebrations, Juvenile Fiction, Other, Non-religious",Albert Whitman & Company,Sean Callahan,,FALSE,1,0.99,TRUE
331,Akata Witch,,2018,AUDIOBOOK,9.78198E+12,Teen,Tantor Audio,Nnedi Okorafor,,FALSE,1,1.84,FALSE
332,Celebration,,2013,EBOOK,9.78148E+12,"Inspirational, Religion",Partridge Publishing Singapore,Bruce Upham,,FALSE,1,0.49,FALSE
333,The Tattooist of Auschwitz,,2018,AUDIOBOOK,9.78006E+12,Fiction,HarperAudio,Heather Morris,,FALSE,1,3.99,FALSE
334,Hold Me,,2015,EBOOK,9.78146E+12,"Contemporary, Fiction, Romance",HQN Books,Susan Mallery,,FALSE,1,1.54,FALSE
335,Diamond Spur,,2015,EBOOK,9.78146E+12,"Contemporary, Fiction, Romance, Western",HQN Books,Diana Palmer,,FALSE,1,1.34,FALSE
336,Kiss Me,,2015,EBOOK,9.78146E+12,"Contemporary, Fiction, Romance",HQN Books,Susan Mallery,,FALSE,1,1.54,FALSE
337,Dancing with Fireflies,,2014,EBOOK,9.7814E+12,"Christian, Clean & Wholesome, Contemporary, Fiction, Romance, Romance","Thomas Nelson, Inc.",Denise Hunter,,FALSE,1,1.99,FALSE
338,Read and Gone,,2019,AUDIOBOOK,9.78198E+12,Mystery,Blackstone Publishing,Allison Brook,,FALSE,1,0.99,FALSE
339,Loyal to His Lies,,2019,AUDIOBOOK,9.78198E+12,Drama,Blackstone Publishing / Urban Audiobooks,T. C. Littles,,FALSE,1,0.99,FALSE
340,When Women Ruled the World,,2019,AUDIOBOOK,9.78198E+12,History,Blackstone Publishing,Kara Cooney,,FALSE,1,0.74,FALSE
341,When Women Ruled the World,,2019,AUDIOBOOK,9.78198E+12,History,Blackstone Publishing,Kara Cooney,,FALSE,1,0.99,FALSE
342,Letters to the Church,,2018,AUDIOBOOK,9.78162E+12,Christian Non-Fiction,Oasis Audio,Francis Chan,,FALSE,1,1.49,FALSE
343,The Explosive Child,,2014,EBOOK,9.78006E+12,"Children With Special Needs, Conflict Resolution, Family & Relationships, Parenting",HarperCollins Publishers,Ross W. Greene,,FALSE,1,1.14,FALSE
344,Rising Strong as a Spiritual Practice,,2017,AUDIOBOOK,9.78162E+12,Self Help,Sounds True,Brené Brown,,FALSE,1,1.29,FALSE
345,"Men, Women, and Worthiness",,2012,AUDIOBOOK,9.7816E+12,Science & Technology,Sounds True,Brené Brown,,FALSE,1,0.99,FALSE
346,Eckhart Tolle on Great Western Classics,,2017,AUDIOBOOK,9.78199E+12,Inspirational,"Eckhart Teachings, Inc.",Eckhart Tolle,,FALSE,1,1.69,FALSE
347,Pokémon the Movie 2000,,2000,MOVIE,,"Anime, Children's",The Pokémon Company International,Veronica Taylor,G,FALSE,1,2.99,TRUE
348,Two Dark Reigns,,2018,AUDIOBOOK,9.78006E+12,"Sci-Fi & Fantasy, Teen",Quill Tree Books,Kendare Blake,,FALSE,1,3.99,FALSE
349,Lies My Teacher Told Me,,2018,EBOOK,9.78162E+12,"Education, History, History, United States",The New Press,James W. Loewen,,FALSE,1,1.69,FALSE
350,Sea Witch,,2018,AUDIOBOOK,9.78006E+12,Teen,Katherine Tegen Books,Sarah Henning,,FALSE,1,0.49,FALSE
351,The Winter Duchess,,2018,AUDIOBOOK,9.78198E+12,Romance,Tantor Audio,Jillian Eaton,,FALSE,1,1.14,FALSE
352,It's Not Supposed to Be This Way,,2018,AUDIOBOOK,9.7814E+12,Christian Living,Thomas Nelson,Lysa Terkeurst,,FALSE,1,3.99,FALSE
353,Grizzly Beginning,,2017,EBOOK,9.78163E+12,"Fantasy, Fiction, Paranormal - Shifters, Romance",Hartwood Publishing,Becca Jameson,,FALSE,1,0.69,FALSE
